Id,split
148570,train
101454,train
153833,validation
145723,train
199817,train
88353,validation
165495,train
100210,train
115191,validation
71854,train
181519,train
164053,validation
186514,validation
159111,train
164074,train
136198,train
7644,validation
402,train
15339,train
60919,train
74574,train
73869,validation
58783,train
151764,train
98005,validation
114500,train
193051,train
122699,train
70881,train
166612,train
2248,validation
138426,train
56529,train
9402,validation
73494,train
37782,validation
87782,validation
122766,train
114796,train
66548,train
44943,train
101912,train
120283,train
82575,train
26234,train
177936,train
171709,train
105451,train
75932,train
7312,train
129006,train
44140,train
47833,train
28068,train
15832,train
118168,train
85839,train
86200,validation
33665,validation
147499,validation
180235,train
86027,train
14296,validation
97463,train
123312,validation
124244,train
122407,train
43408,train
45317,validation
118597,train
179360,train
38427,train
73581,train
109001,train
112342,train
7833,train
154811,train
15249,train
68219,train
156637,train
118572,train
148979,train
50870,train
69097,train
107426,train
146150,validation
95442,train
15744,train
36765,train
162332,train
100102,validation
198728,train
85929,train
30458,train
104599,train
70839,train
116331,train
17096,train
15297,train
64525,train
40853,validation
62835,train
137373,train
135052,train
104940,train
91003,validation
163955,train
35985,validation
49306,train
13175,validation
128595,train
148685,train
149759,train
29317,train
158846,train
100855,train
3686,train
33305,train
87323,train
42101,train
64214,train
21193,train
176930,train
48041,train
152145,train
189788,validation
27856,train
21744,train
38836,validation
40974,train
139337,validation
126342,validation
159054,train
8202,train
134239,validation
190778,train
19255,train
769,train
177667,train
66025,train
131280,train
198447,train
197730,validation
132948,validation
145644,train
74485,validation
75777,train
128706,validation
129770,train
66372,validation
189682,train
138874,validation
25705,train
146090,train
8237,train
24367,train
43533,train
127575,validation
57164,train
49329,train
31550,validation
35470,validation
157432,train
116734,train
8927,train
2596,train
110296,validation
180529,validation
134120,train
22396,train
92151,train
47784,train
120160,train
75414,train
60024,validation
195990,train
34834,train
5548,train
69917,train
177618,validation
57755,train
125236,train
175553,validation
165857,train
8022,validation
13778,train
58917,train
188535,train
142742,train
165708,train
140842,validation
141846,train
16956,train
82708,validation
34592,train
11983,validation
192703,train
55713,train
35211,validation
168875,train
198221,train
138746,train
103922,train
67545,train
159850,train
82081,train
94378,train
122557,train
102659,validation
191248,train
80260,train
70850,train
153945,validation
40720,train
172011,train
157134,validation
59583,train
153487,train
80002,train
49722,train
14545,train
29553,train
154166,validation
185734,train
90201,train
16359,train
127188,validation
16000,validation
23926,train
76745,train
128558,train
152544,train
111134,train
168672,train
26391,train
134917,validation
196918,validation
5858,validation
34272,train
133778,train
46372,train
120030,train
51843,train
191096,validation
71444,train
124720,train
90019,train
23277,train
156596,train
152010,train
195130,train
62157,train
132726,train
66629,train
126259,train
167504,train
43202,train
87778,train
192383,train
65414,train
35645,train
165795,train
43348,train
68132,validation
25039,train
11674,train
29696,train
149109,validation
94889,validation
155111,train
19796,train
188565,train
37142,validation
82831,train
62681,train
147594,validation
57262,train
95994,train
131444,validation
16313,validation
135767,train
112672,train
24347,validation
183204,validation
196409,train
177934,train
60375,validation
87188,train
147457,train
95441,train
152355,train
104831,validation
22775,train
65043,train
91603,train
127242,train
67962,train
134451,validation
4846,train
122684,train
48720,train
72369,train
68838,train
105321,train
86991,train
11463,train
91885,train
29283,train
33577,train
75626,validation
57983,train
178225,train
166886,train
150696,train
43508,train
19725,train
174176,train
49839,train
166398,train
135737,train
183861,train
91035,train
16008,train
100522,train
184510,train
140222,train
85442,train
107684,validation
197189,validation
150354,train
198971,train
61684,validation
96810,train
161918,train
20745,train
108721,train
138703,validation
80033,train
14456,train
196636,train
2362,train
106661,train
67973,train
7215,train
163725,train
13519,train
187978,validation
127500,train
176275,train
167079,train
178800,train
193183,train
131795,train
149010,train
76500,train
89302,train
40494,train
135704,validation
130050,train
46892,validation
25213,train
64665,train
2815,validation
181628,train
159945,train
24054,train
178628,train
194614,train
115548,train
179070,train
195336,train
121133,train
6053,train
159337,train
69338,train
3062,train
103999,train
158543,train
156706,train
74570,validation
55617,validation
146034,train
111434,train
184855,train
128848,train
64422,validation
161624,train
35678,train
165826,validation
36586,validation
146602,train
21397,validation
117350,train
130073,train
65390,train
50581,train
46737,train
44444,train
92828,train
41036,train
14105,train
101195,validation
28146,train
34239,train
114676,train
23413,train
193528,validation
137041,validation
117391,train
177818,train
1864,train
190030,train
70951,train
114263,train
176284,train
108250,validation
107586,train
114994,validation
73313,validation
59192,train
115798,train
186952,validation
142130,train
14412,train
33064,train
185871,validation
67171,train
89195,train
15650,train
98964,train
148516,train
109282,validation
81803,train
197008,train
24235,validation
23490,train
89234,train
106110,train
49870,train
55179,validation
126109,train
170519,train
105230,validation
159171,train
109765,train
77597,validation
176886,train
65777,train
14401,train
26588,train
183117,train
190994,train
14719,train
12822,train
55198,train
37798,validation
68292,train
142943,train
59075,train
73714,train
129341,train
59995,train
104893,train
116761,train
197869,train
94332,train
198150,train
75123,train
67937,validation
65528,train
185136,train
23565,train
7443,validation
145918,validation
90708,validation
138338,train
51296,train
179590,train
130448,train
63370,train
197045,validation
130776,train
197912,train
94552,validation
168052,train
139585,validation
31102,train
86622,validation
61412,train
145767,validation
99100,train
119542,train
19308,train
154289,train
11505,train
163953,train
37504,train
171616,validation
3954,train
84660,train
167665,validation
105262,train
148305,validation
49444,validation
76734,train
184238,train
16573,validation
26767,validation
146993,train
137712,validation
185150,train
124959,train
167531,train
195935,train
112188,train
72037,train
161002,train
84584,train
89723,train
89766,train
62219,train
122415,train
146082,train
88955,train
96848,train
135996,train
23207,train
11522,validation
51542,train
111174,train
135041,validation
109420,validation
119711,train
88125,train
2929,train
1159,train
162799,train
102228,validation
88975,train
36062,train
117656,validation
66890,train
7621,train
46464,train
48470,validation
173033,train
170313,validation
84250,train
151449,train
124319,validation
109080,train
184272,train
161423,train
14303,validation
158636,train
147274,train
118631,validation
43696,train
170551,train
10133,validation
80781,train
111263,train
118929,train
7326,train
40629,train
198790,train
127969,validation
144765,validation
20005,train
131500,train
9915,train
85281,validation
119526,train
84301,train
140358,train
44658,train
184453,validation
58348,train
165949,train
15606,train
50827,train
149903,train
21817,train
22725,train
153632,train
185309,train
152827,train
27133,validation
41989,train
44485,train
185490,train
61077,train
92312,train
81301,train
198473,train
120207,train
169298,train
67916,train
14160,train
115803,train
100582,train
147914,train
139008,validation
129002,validation
100294,train
74780,validation
110511,train
69717,train
15200,train
64480,train
90861,train
78150,train
78504,train
134583,train
180005,train
65300,train
175008,validation
63970,train
19756,train
1336,train
109646,train
109094,train
187515,train
15687,train
80170,train
18449,train
164860,train
50689,train
7051,train
112944,train
69959,train
50904,train
91798,train
59076,validation
21537,validation
127980,train
167775,train
162325,train
102284,train
185211,train
116206,validation
107265,validation
74641,train
15131,validation
92778,train
2429,train
153942,train
1389,train
82335,train
14670,train
193650,validation
66453,train
41421,train
98579,train
22971,train
116453,validation
187302,train
39456,train
124117,train
17858,train
170176,train
6555,train
3225,train
72201,train
192287,train
83519,train
43860,train
76403,validation
28322,train
36615,train
57754,train
152306,train
196979,train
103051,train
105560,validation
78334,train
125530,train
69810,train
181033,train
140784,train
161858,train
130226,train
191104,train
3758,train
117731,train
154119,train
15673,train
188428,train
752,train
92366,train
156112,train
188054,train
81160,train
26934,validation
117936,train
61980,train
88601,train
138930,train
68873,train
99984,train
150548,train
59499,train
41885,train
41045,validation
33480,train
4310,train
69439,train
79529,train
7649,train
95321,train
48946,train
69537,validation
9508,train
54054,train
19415,train
123876,validation
193530,validation
190205,train
192143,train
62991,train
51321,train
148348,train
174133,train
103735,train
128121,train
56109,train
36496,train
78722,train
128337,train
49737,validation
76455,train
24178,train
132697,train
125746,validation
132205,validation
73964,train
89483,train
161464,validation
137553,train
167276,train
144558,train
117474,train
154612,train
31236,train
36993,train
89957,train
82764,train
158336,train
59543,validation
197259,train
170671,train
31235,train
194880,train
5559,train
67889,train
78989,train
107167,train
57504,train
147353,train
187923,train
113108,validation
127846,validation
111925,train
147766,validation
14256,train
189540,validation
123958,train
27974,train
142924,train
160235,train
34905,train
178766,train
159941,train
5136,train
14445,train
123052,train
165088,validation
753,validation
139505,validation
63947,train
121127,train
152585,train
152019,validation
31980,train
12006,train
132574,train
183517,train
186080,train
96560,validation
45848,train
79470,train
77516,validation
112745,train
145758,train
17051,validation
153549,validation
60167,validation
24407,train
103058,train
23886,train
167453,train
6798,train
135413,train
85396,train
130915,train
115047,train
42352,train
110762,train
8193,train
153337,train
162386,train
57415,train
166791,train
2213,train
101381,train
112309,train
38605,train
183302,train
72863,validation
83368,train
183981,train
115428,validation
192476,train
62782,train
90609,train
103,validation
174003,train
156725,train
55474,train
86789,train
82685,train
117969,train
35961,train
13022,validation
103163,train
96060,train
171461,train
72968,train
164850,train
127813,train
47807,train
128666,train
55464,train
22502,train
37883,train
40752,train
102321,train
140864,train
148222,validation
153426,train
72112,train
139411,train
137822,validation
175185,validation
103634,train
19777,train
160091,train
172829,train
187477,train
98282,train
183810,train
164061,validation
3480,train
137649,train
132838,train
30567,validation
101483,train
136898,train
4568,train
151632,train
126004,train
23304,train
172361,train
153850,train
136819,train
55225,validation
142957,train
119647,train
69939,train
3089,train
117144,train
56188,train
55411,train
170297,train
100030,train
20146,train
84441,train
198681,validation
74222,train
19042,train
49668,train
52020,train
41855,validation
101424,train
141292,train
195069,train
40283,validation
905,train
177435,validation
163535,validation
150119,train
29080,train
78109,train
163999,train
124427,train
41211,validation
120180,train
168891,train
63099,train
103071,train
68072,validation
174066,train
189430,validation
43875,train
138736,validation
104966,train
26928,train
33628,train
8714,validation
43618,train
131254,train
34959,train
64068,train
166944,train
55965,train
145944,train
91825,validation
26434,train
151354,train
164083,validation
10381,train
108392,train
67421,train
190998,train
22530,train
33764,train
27526,validation
82101,train
54630,train
162816,train
71077,validation
19051,validation
97635,train
880,train
175618,train
88663,validation
82721,train
53297,train
94370,train
191527,train
168155,train
29034,validation
41824,train
124776,train
74183,train
93855,validation
96027,train
85853,train
112983,train
103339,train
121304,train
93221,train
51043,train
43845,train
69387,train
131912,train
23876,validation
152461,validation
64003,train
26783,train
94832,validation
31995,train
70230,validation
22004,train
179959,train
12393,train
131529,train
150995,train
51821,train
11673,validation
40005,train
176114,validation
68674,train
57222,train
91860,validation
160607,validation
138694,train
11025,train
148000,validation
34655,train
94807,train
153414,train
175886,validation
80885,train
11381,validation
175024,train
113716,validation
17547,validation
81624,train
164998,train
19203,train
58313,train
99483,train
158954,train
158247,validation
30719,train
25319,validation
116529,train
74533,train
127445,validation
69878,train
20437,train
66501,train
180322,train
68141,validation
100792,train
115566,train
97016,train
154435,train
163993,validation
67268,train
177678,train
104715,validation
80529,train
18927,train
112450,train
142925,validation
12299,train
9938,train
111818,train
77696,train
137987,train
146467,validation
117523,train
167640,validation
14010,validation
130070,train
26546,validation
14300,train
10341,train
189806,train
187153,train
47071,train
56028,train
48351,train
8181,train
136013,train
174595,validation
645,train
130436,train
26642,train
7337,validation
62330,train
92001,train
172079,train
151703,train
194634,train
35874,validation
97956,validation
198257,validation
181189,train
26963,train
620,validation
82988,validation
191732,train
102089,validation
171865,train
128523,train
195273,train
17073,train
157698,train
4025,train
181156,validation
109964,validation
13806,validation
185913,train
117159,train
67856,validation
187375,train
28491,validation
36728,train
57040,train
77022,train
74142,train
94959,validation
100352,validation
165320,validation
126304,train
175404,train
199279,validation
79149,train
154115,validation
100941,train
23078,train
74828,train
38281,train
14244,validation
87810,train
71452,train
178828,validation
184703,validation
16256,train
105603,train
25803,train
91933,train
89191,validation
17386,train
100844,train
8219,train
49636,train
108998,train
6871,validation
94761,train
98959,train
149070,train
137989,train
68344,validation
96074,train
50979,train
42357,train
88461,train
184935,train
131261,train
105543,validation
59070,train
153629,validation
152241,validation
161136,train
99284,train
5189,train
157065,train
168511,train
175469,train
181248,train
186750,train
166164,train
86202,train
34507,train
76377,train
199890,validation
4575,train
140182,train
155754,train
76061,train
114755,train
2352,train
25863,train
187049,train
1799,train
1378,train
181498,train
12538,train
156229,train
17120,train
145868,train
73193,train
48622,train
32014,train
108184,train
70956,train
80464,train
40846,train
6997,train
180023,train
171151,validation
9707,train
154303,train
194293,train
69572,train
15416,train
9757,train
177859,train
163609,train
1129,train
172855,validation
125569,train
47055,train
192731,validation
148772,train
15788,train
135446,train
6368,train
35516,validation
141928,train
180444,train
51357,validation
84527,train
137038,validation
178636,train
25178,train
189108,validation
107978,train
172384,validation
186852,validation
185270,train
145538,train
149050,train
12161,train
82856,train
85357,validation
171901,train
87402,train
120606,validation
186351,train
170201,train
67002,validation
191661,train
19445,train
142995,train
38856,train
74505,train
43031,train
189003,train
92741,train
135637,train
70395,train
119044,train
189901,train
139936,train
14374,validation
43945,train
124225,validation
33462,train
185493,validation
147257,train
176565,train
127278,train
174369,train
126749,train
115709,train
16152,train
94942,train
163399,train
8006,train
182023,train
11526,train
39548,train
3311,train
120914,train
73239,train
136397,train
68957,train
130518,validation
149188,train
114744,validation
69994,train
117653,train
92681,train
82202,train
106638,validation
61648,train
58391,train
184826,train
79253,train
72629,train
14979,train
117357,train
37800,train
78819,train
153771,train
8215,train
117800,train
26599,train
102248,train
150969,train
19372,train
139361,train
66854,validation
190225,train
156465,validation
187591,train
102998,validation
110298,train
145014,train
15317,train
5788,train
127663,train
153287,train
147344,train
73698,train
55646,validation
172499,train
29363,train
78707,train
180936,train
162627,train
37012,train
169979,train
149973,train
141053,validation
182584,train
41363,train
19151,train
138111,validation
34790,train
38386,train
96433,train
10008,train
27576,train
43263,train
6458,validation
198673,train
34806,train
152992,validation
181133,train
134640,train
111732,train
156685,train
80731,train
177239,validation
122028,train
58289,train
64756,train
37869,train
198507,train
27923,train
169791,train
168539,train
142520,validation
153709,train
174740,train
119662,train
50069,train
64190,train
63205,train
168689,train
34524,train
182798,train
169639,train
85608,train
111383,train
14107,validation
84201,validation
117961,train
61306,train
78513,validation
144867,train
24315,validation
81585,train
172696,train
159472,train
139483,train
30320,train
152341,validation
99828,train
126892,validation
91076,validation
153691,train
159899,train
4621,train
195543,train
23151,train
178900,train
170687,train
34936,train
124251,train
149598,train
57575,train
9175,train
157317,validation
166473,validation
87205,train
102994,train
176616,train
137922,train
44840,train
84377,validation
91966,train
174577,validation
142899,train
183374,train
10401,train
174415,train
32305,train
193426,train
89704,train
7439,train
153243,train
3700,train
194007,train
20671,train
35237,validation
140833,train
162065,train
103951,train
76639,train
74719,train
165499,train
61366,train
165895,train
77167,train
71721,validation
74401,train
120400,train
77287,train
81677,validation
191499,train
92583,train
162775,train
33571,train
126206,validation
82717,validation
31713,train
135650,train
75698,train
196675,train
131449,train
144244,train
81904,train
106473,train
5314,train
1756,train
115603,train
136828,train
87509,train
61139,validation
145407,train
109382,train
125567,train
150117,validation
176969,train
16010,train
80769,validation
178255,validation
163331,train
161334,train
90049,train
159510,train
133540,train
158557,train
78752,validation
75357,train
50355,train
1964,train
190622,train
156660,validation
58473,train
130440,train
9275,train
103130,validation
138986,train
122854,train
189510,train
71487,train
107007,train
116659,train
58461,train
100732,train
107673,validation
161432,train
188857,train
135337,train
44728,validation
6827,train
84263,validation
151553,validation
29726,train
95677,train
81763,train
171697,train
84646,train
164812,train
175123,train
80452,train
186490,train
25563,validation
36382,validation
148257,train
26775,validation
152874,train
170134,train
81813,train
78213,train
56769,validation
129256,train
114635,train
170793,train
75446,train
25460,train
106048,validation
226,validation
127851,validation
64620,validation
86615,train
197940,train
5717,train
139293,validation
87340,validation
192051,validation
150395,validation
54295,train
34065,train
70853,train
159002,train
28815,train
47677,train
67744,train
98581,train
196925,train
4703,train
104849,train
185126,train
130322,train
108601,train
50001,train
153560,train
60453,train
196882,validation
52178,train
142069,train
6668,validation
113881,validation
84391,train
63730,train
7409,train
60988,train
181851,train
169029,train
117330,validation
18446,train
168841,train
176862,train
135550,train
45151,train
169151,train
160114,train
77262,validation
121456,train
169572,train
62556,validation
2229,train
18832,validation
104082,train
196939,train
83946,validation
11458,train
48029,validation
69628,train
168837,train
173700,train
168077,train
156931,train
102223,train
122982,train
158849,validation
92472,train
52431,train
148663,train
78033,train
13031,validation
187775,validation
39897,train
43447,train
157243,train
83704,train
144678,train
28287,train
531,train
110859,train
56198,train
178848,validation
78198,train
45096,train
88690,train
30180,train
169752,train
173315,train
48469,train
48508,train
135567,train
7744,train
156693,train
20432,train
71036,train
192353,train
191537,validation
195943,train
58658,train
56487,train
199070,train
106231,train
141547,train
67453,train
182327,train
16138,train
64838,train
7491,train
55318,train
72688,train
111709,train
198886,train
3314,train
48930,train
98468,train
134038,validation
31163,validation
188087,train
125930,train
14043,validation
17144,train
135472,validation
13566,validation
114621,train
84200,train
155563,train
22965,train
161764,train
47918,train
196470,train
23137,train
58534,train
106949,train
153299,validation
196877,train
61034,validation
39812,train
33191,train
173312,train
124287,train
140365,train
43565,train
19245,train
105015,validation
127556,validation
48154,train
113596,train
97778,train
148550,validation
1003,train
44499,train
19200,train
44889,train
44684,train
77677,train
145408,train
27272,train
82078,validation
172665,train
19295,train
81152,train
140866,train
167518,train
146049,train
79953,train
103550,train
124789,train
79212,train
23029,train
43433,train
129954,train
71,train
150086,validation
47245,validation
122922,train
91379,train
112799,validation
199285,train
87496,train
192920,train
103388,train
147108,train
4672,train
80752,train
26975,train
26454,train
156572,train
89757,validation
43834,validation
102749,train
77421,train
40050,train
159090,train
153056,train
42582,train
150877,validation
187200,train
190511,train
70583,validation
166099,train
48230,train
92678,train
121545,train
64711,train
105394,train
55979,train
139396,validation
38901,train
99306,train
161504,train
12550,train
41228,train
122275,train
87657,train
138541,train
53452,train
25831,validation
52106,train
109468,train
27225,validation
70288,train
60848,train
11527,train
135088,validation
18178,train
78124,train
94439,train
62791,train
64633,train
134887,train
82974,train
166951,train
82881,train
20207,train
34298,train
14485,validation
18411,train
167003,train
90799,validation
115734,train
40379,train
78843,train
37317,train
182006,train
16938,validation
174825,train
80753,train
152439,train
160844,validation
16377,validation
69414,train
3148,train
87203,train
59428,train
131133,train
154726,train
113858,validation
115647,train
80394,train
60314,train
92890,train
175363,train
71804,validation
72274,train
121191,validation
81598,train
80765,train
72650,train
186272,validation
91583,train
183737,train
46885,train
26464,train
69818,train
187323,validation
41410,train
152646,validation
68997,validation
94000,validation
103543,validation
42864,train
77428,validation
83622,validation
5135,validation
150356,train
17358,validation
133134,train
97419,train
63967,validation
162061,train
129625,train
98607,train
110222,train
81676,train
27613,train
145139,validation
127460,train
4948,train
28818,train
9096,validation
42159,train
65975,validation
84617,train
124724,train
170826,train
192285,train
121995,train
69896,train
151901,train
177027,train
98497,train
185552,train
69919,train
2889,train
9862,train
141897,train
79925,train
110620,train
113088,train
78747,train
99419,validation
167529,train
166698,validation
142822,train
78905,train
121810,train
130579,train
151472,train
96224,train
145811,train
158436,train
30525,train
45890,validation
54476,train
180309,train
151921,validation
52960,validation
51346,train
19329,train
48838,train
86456,train
163765,validation
133699,train
155898,train
134554,train
21170,train
70020,train
144391,train
20196,train
107769,validation
34943,validation
152185,train
122566,train
91204,train
40962,train
569,validation
128896,train
41344,train
181712,validation
136383,train
19402,train
113139,train
32764,train
58604,train
182874,train
64826,train
140609,train
75580,train
31414,train
178857,train
195141,train
163378,train
142838,train
71229,train
49290,train
163899,train
120904,validation
171023,train
2510,train
121074,train
162960,train
151870,validation
89055,train
33612,train
176912,train
109921,train
43222,validation
98992,validation
43366,train
112139,train
187697,train
40686,train
36632,train
45959,train
191203,train
146145,train
30587,train
155960,train
118772,train
102415,validation
31734,train
134761,train
112077,train
70509,validation
22080,train
71883,train
151488,train
178911,train
2657,train
46751,train
120252,train
164330,train
174145,train
146470,train
114198,train
74377,train
195801,train
111855,train
27397,train
24422,validation
173233,train
52114,train
138510,train
192481,train
44143,train
65313,train
91779,validation
119569,train
51901,train
172129,train
36698,train
166709,train
6638,validation
62019,validation
153345,train
42317,validation
170230,train
112598,train
161589,validation
76080,train
53903,validation
182620,train
129555,train
39825,train
73669,train
167966,train
178237,train
180732,train
119029,train
82003,train
151751,train
40016,train
40579,train
92266,train
69373,validation
104614,train
116612,train
188264,train
44508,train
90149,train
156734,train
26951,train
108790,train
102988,validation
46655,train
156403,train
197287,train
141254,train
127958,train
28712,validation
78670,validation
119356,train
177065,train
164413,train
145224,train
3789,validation
197898,train
159479,train
68681,train
108982,validation
53986,train
170200,train
147758,validation
140070,train
170331,validation
182474,train
115971,train
52911,train
12374,train
57888,validation
130660,train
112732,train
191596,train
26769,train
105893,validation
36647,train
25597,train
90327,train
95538,train
148043,validation
80367,validation
54348,validation
99681,train
15149,validation
188992,validation
98423,train
12308,train
32022,train
50723,train
146479,train
179028,train
98875,train
541,train
51877,train
103493,train
118542,validation
401,train
197627,train
6407,train
125124,train
169331,train
95074,train
184797,train
137697,validation
64236,train
141778,validation
155760,train
120797,train
131421,validation
15010,train
98808,train
31885,train
158346,validation
25633,train
84087,train
24096,train
85938,train
52906,train
147726,train
199125,train
173646,train
22689,train
61355,train
145043,train
198337,train
82554,validation
149238,train
193748,train
121289,train
177388,train
23487,validation
78458,train
81732,train
22349,train
101842,train
82351,train
188641,validation
46440,train
126055,validation
15607,train
39970,train
6165,train
196243,validation
102459,train
35604,train
55749,train
50320,train
137005,train
98136,validation
82192,train
198067,train
121628,validation
199529,train
84990,train
66036,train
50553,train
56387,train
153845,train
54992,train
197274,train
82367,train
100664,train
8929,train
116137,train
61358,train
154384,train
70074,train
125826,train
78284,train
101061,validation
100777,train
74065,validation
39274,train
17351,train
161728,train
109876,train
90627,train
2966,validation
114720,train
141155,train
99538,train
160248,validation
134050,train
56067,train
31793,train
192495,validation
188261,train
153233,train
180499,train
68457,train
40135,train
39477,validation
130918,train
163189,train
191488,train
140862,train
157945,train
181694,train
163451,train
1974,train
160033,validation
15584,train
28731,validation
161773,validation
61996,train
114591,train
155011,train
11015,train
143152,train
119257,train
40369,validation
49718,train
111854,train
81756,train
131100,train
43537,validation
179827,train
24101,train
89732,train
112346,train
115165,validation
84842,train
190241,train
71950,train
112801,train
16574,train
38591,train
137253,train
61992,train
76106,train
67958,train
123409,train
97318,train
83522,train
171594,train
117129,train
45353,train
81588,validation
3703,train
40155,train
166865,train
154863,train
39181,train
177708,train
130926,train
63513,train
197464,train
155335,train
74033,train
65771,train
135858,train
1101,train
27157,validation
141784,train
189417,train
83785,train
96158,train
192189,train
22993,train
151411,train
152969,validation
35855,train
87934,train
186387,validation
92247,train
185850,train
168884,train
106620,validation
102263,validation
59016,train
72958,train
42148,train
184471,train
162636,train
56359,train
80093,train
35649,train
134596,train
55887,train
186460,train
105529,train
124486,train
106947,train
143943,train
43938,train
48163,train
163293,validation
144448,train
140123,train
172373,train
165150,train
55718,train
134188,validation
84215,train
169750,train
76191,train
185282,train
131926,train
135243,train
124830,train
140504,train
12351,train
169102,train
77029,validation
48129,train
189240,validation
171227,train
36102,train
49056,validation
66350,train
92693,train
91458,train
156589,train
133301,train
189708,train
152357,validation
83671,train
6873,validation
17575,train
89448,train
5151,train
148612,validation
118804,train
64985,train
3385,train
68685,train
4915,train
83936,train
148112,validation
9158,train
186136,train
38366,train
131640,validation
96077,validation
162562,train
148603,train
194618,validation
123427,train
165200,train
154211,train
35785,train
174329,train
135333,train
66433,train
169745,train
46195,validation
84280,train
76221,train
26387,train
22633,validation
108537,validation
50682,train
110261,train
145552,train
83784,validation
191850,train
92458,validation
109703,train
122387,train
163733,train
44541,validation
16586,train
84553,train
47176,train
12634,train
105519,validation
32854,train
149463,train
173293,train
73680,train
175147,train
48395,train
167781,validation
33304,train
112402,train
147827,validation
48285,train
182525,train
111455,train
190050,validation
162832,train
128310,train
170528,train
51146,validation
199646,train
146270,train
43754,validation
193871,train
191761,train
54618,train
51683,train
21597,train
46746,train
168336,validation
171578,train
168907,train
98049,train
72652,train
177026,train
84686,train
114153,train
44388,validation
36406,train
141606,train
1691,train
8900,train
150313,train
162747,train
150723,validation
152830,train
14182,train
186352,train
51799,validation
180312,train
98784,train
34367,validation
111454,train
112448,train
86058,train
11991,train
103344,validation
10629,train
14677,train
1295,train
18134,train
195863,train
44283,train
25427,train
57660,train
139969,train
47007,train
87760,train
73896,train
95071,train
148771,train
196497,train
138101,train
186319,train
16587,validation
9697,train
139087,train
107276,train
5879,train
99031,train
186722,train
168138,train
146849,train
144694,train
8967,train
161056,train
196016,train
24444,train
86170,train
196790,train
152518,train
140617,validation
18639,train
96585,validation
56114,train
161266,train
8248,train
77294,train
50291,train
25904,train
29856,train
137872,validation
150051,train
156212,train
63655,train
26794,validation
173498,train
56693,train
58709,train
164895,validation
199957,validation
112133,train
198276,train
52396,validation
21328,train
19527,validation
88686,train
82267,validation
44479,train
22981,train
15710,train
163424,validation
64033,validation
131983,train
163607,train
124015,validation
64812,train
48872,train
85977,train
79590,train
403,train
72843,validation
20164,train
89391,train
149231,train
103401,train
7528,train
140611,train
120830,train
19732,train
121619,train
91420,train
165154,train
53646,validation
108117,validation
142225,train
168295,train
153020,train
163621,validation
31105,train
116724,train
125879,validation
81058,train
48441,train
66562,train
130168,train
122467,train
106818,train
86703,train
125465,train
142453,train
168906,train
198735,validation
99650,train
61451,train
139517,train
176385,train
134637,train
117867,train
107825,train
1107,validation
44703,train
159005,train
174010,train
180609,train
171944,validation
172301,train
64505,validation
66407,train
176798,train
53249,train
87304,train
130719,train
61393,train
144026,train
34841,train
171904,train
154295,train
28264,train
56733,train
144114,validation
196577,train
158632,train
163296,train
90042,train
165239,train
7121,train
82082,train
145527,train
117809,train
116023,train
155278,validation
42056,train
163931,train
166351,train
26344,train
37896,train
54925,validation
25890,train
103411,train
79535,validation
199619,train
174828,train
178410,train
3567,train
195127,train
192298,validation
29122,train
45413,train
178259,train
185018,train
112265,validation
185272,validation
62164,train
166143,train
54046,train
39079,train
113830,train
89808,train
128571,train
75998,train
82308,train
97104,train
67187,validation
136036,validation
40040,train
150482,train
70170,train
159190,validation
54743,train
145715,train
168481,train
123613,validation
100396,train
87170,train
109350,train
69309,train
171317,train
137475,train
143768,train
129454,validation
114515,validation
174744,train
197739,train
14063,train
11858,validation
169982,train
88356,train
7878,train
33661,train
92887,train
800,train
81176,train
103425,train
103285,train
79951,train
136801,train
46781,train
93148,train
169230,train
80060,train
148317,train
189851,train
948,train
31231,train
148774,validation
117279,train
109651,train
70326,validation
100040,validation
131402,train
57687,train
24616,train
155176,train
153792,train
162692,train
199246,train
46727,train
182126,train
178813,train
81766,train
14688,train
48055,train
24177,validation
173458,validation
106108,train
149657,train
79464,validation
46130,train
188633,validation
134890,train
199058,train
1733,train
146033,train
17733,train
155174,train
11210,validation
82574,train
144534,validation
94348,train
3043,train
187157,train
54901,train
70280,validation
70729,train
191427,validation
142829,train
96742,train
77013,train
57041,train
112337,train
90095,validation
167712,train
173357,train
124806,train
59690,train
77932,train
165389,train
156761,train
56910,validation
19904,train
81487,train
172340,train
65990,train
127834,train
77734,validation
40555,train
123165,train
9294,train
3308,train
94929,train
12579,train
86002,train
76049,train
155845,train
111186,train
187275,train
150125,train
57395,train
38238,validation
84307,train
79533,train
105008,train
148324,train
125260,train
122595,validation
184271,validation
156920,train
179707,train
43054,train
164765,train
41202,train
36277,train
133955,validation
146084,train
143583,train
159872,train
176710,train
18699,train
106424,validation
35826,train
90314,validation
126015,train
49695,validation
24432,validation
88178,train
4069,train
48582,train
5126,validation
94450,train
114376,train
93900,train
34468,train
5965,train
60317,train
142534,validation
165900,train
95757,train
133175,train
18818,train
35562,train
144374,train
127136,train
32250,train
68067,validation
62509,train
84825,train
103486,train
130789,train
42242,train
173633,train
101611,train
21898,train
64289,train
128209,train
137547,train
194102,train
156181,validation
24118,train
16190,train
73071,train
97836,train
64298,train
18208,train
71896,validation
172593,train
136401,train
15667,train
194085,train
102589,train
95487,train
72655,train
33755,train
145355,train
84835,validation
152919,validation
9324,validation
24785,validation
52085,train
20778,train
121065,train
129826,validation
